,nodes,edges,density,subgraphs,biggest_component,assortativity,diameter,max_degree,min_degree,std_degree,mean_degree,max_clustering,min_clustering,mean_clustering,std_clustering,max_closeness,min_closeness,mean_closeness,std_closeness,max_eccentricity,min_eccentricity,mean_eccentricity,std_eccentricity,max_betweenness,min_betweenness,mean_betweenness,std_betweenness,max_eigenvector,min_eigenvector,mean_eigenvector,std_eigenvector
2012-04-03,23.0,14.0,0.05533596837944664,9.0,4.0,-0.39999999999999897,2.0,3.0,1.0,1.2173913043478262,0.5070392952039391,0.0,0.0,0.0,0.0,0.13636363636363635,0.045454545454545456,0.06403162055335967,0.022717245883492807,2.0,1.0,1.75,0.4330127018922193,1.0,0.0,0.25,0.4330127018922193,0.7071067811865478,-4.867776416832824e-16,0.08399355011209286,0.19084900945284616
2012-04-04,54.0,39.0,0.027253668763102725,15.0,17.0,-0.014692378328742187,7.0,6.0,1.0,1.4814814814814814,0.9572479987644509,0.0,0.0,0.0,0.0,0.1509433962264151,0.018867924528301886,0.049682910933188176,0.036457273936808886,7.0,4.0,5.647058823529412,0.9665692191267636,0.7666666666666666,0.0,0.14901960784313725,0.22038443744767292,0.6053585377297561,-2.5316789744679444e-15,0.061608045406132926,0.12133823494576794
2012-04-06,15.0,9.0,0.08571428571428572,6.0,4.0,-0.34042553191489366,2.0,3.0,1.0,1.2,0.5416025603090641,0.0,0.0,0.0,0.0,0.21428571428571427,0.07142857142857142,0.10031746031746032,0.03993443858670828,2.0,1.0,1.75,0.4330127018922193,1.0,0.0,0.25,0.4330127018922193,0.7071067811865476,-7.556600713293982e-17,0.12879011017187583,0.22378510716440173
2012-04-07,84.0,82.0,0.023522662076878944,14.0,55.0,0.11074982580887241,8.0,10.0,1.0,2.0476190476190474,1.9451084062381048,0.5,0.0,0.010421412588366633,0.05780539060581682,0.24229331117573744,0.012048192771084338,0.11332649808959576,0.07651931642873465,8.0,4.0,6.6,0.9458041311738149,0.3774749592359656,0.0,0.05365605742964233,0.09087803187888151,0.4769034459777539,-1.463367401865626e-17,0.05365277358034153,0.09500600924098702
2012-04-08,86.0,80.0,0.02188782489740082,13.0,57.0,0.16556663997749468,8.0,11.0,1.0,2.0930232558139537,1.9566696134512216,0.024037492838456808,0.0,0.0005956134022818064,0.003310310265374438,0.2349943799175721,0.009411764705882354,0.10601534322612584,0.07042324217899328,8.0,4.0,6.315789473684211,1.1263649767911945,0.437012987012987,0.0,0.05771246297562086,0.09912287793729616,0.5655300676704828,-3.385196491381821e-17,0.04708334640074597,0.09701064616036502
2012-04-09,61.0,57.0,0.03114754098360656,11.0,37.0,0.014315817640565982,8.0,10.0,1.0,2.0655737704918034,1.9907067075231317,0.33333333333333337,0.0,0.01639344262295082,0.07208145332389572,0.22499999999999998,0.016666666666666666,0.10622785609144599,0.07122261852898344,8.0,4.0,6.27027027027027,0.8898420342245582,0.4537037037037038,0.0,0.06928356928356928,0.11913576639988298,0.49005507219469063,-5.2145096047240514e-17,0.06581874549042561,0.1098241110367728
2012-04-10,59.0,49.0,0.02863822326125073,10.0,20.0,0.03684290106345438,10.0,7.0,1.0,1.9322033898305084,1.2604062672934375,0.0,0.0,0.0,0.0,0.10038932146829811,0.013136288998357963,0.04965396677727749,0.024207657447142508,10.0,5.0,7.95,1.4309088021254186,0.6900584795321637,0.0,0.19327485380116957,0.20963484907407035,0.7062289271564124,-5.435499362432513e-17,0.030959890778249465,0.12645409327250642
2012-04-11,81.0,69.0,0.021296296296296296,14.0,37.0,-0.062442069422113444,10.0,7.0,1.0,1.8271604938271604,1.2745381488053817,0.41997368329829105,0.0,0.0072588044026865115,0.048748717073182596,0.13846153846153847,0.0125,0.05317717637973106,0.03584644287203788,10.0,5.0,8.027027027027026,1.460960189377252,0.7206349206349206,0.0,0.11728871728871729,0.17423522471180075,0.6252242852332518,-3.93386249343472e-12,0.040632353689703055,0.10341513837915876
2012-04-12,60.0,47.0,0.02655367231638418,13.0,14.0,-0.14732843757913391,7.0,6.0,1.0,1.6333333333333333,1.0796089827134432,0.0,0.0,0.0,0.0,0.11016949152542373,0.00847457627118644,0.04858830631428736,0.02649727725282411,7.0,4.0,5.642857142857143,0.9715336077668174,0.6794871794871795,0.0,0.1858974358974359,0.2455459335544231,0.651136284760759,-6.232960831462158e-16,0.04764272738665666,0.1199868209172465
2012-04-13,78.0,62.0,0.020646020646020648,16.0,28.0,-0.26741760534000825,9.0,10.0,1.0,1.5897435897435896,1.3815255172332508,0.0,0.0,0.0,0.0,0.15027829313543598,0.012987012987012988,0.05309394241551948,0.03754318936216344,9.0,5.0,7.0,1.164964745021435,0.7806267806267807,0.0,0.10917785917785917,0.1938205369264336,0.6693381840584357,-8.21640738822841e-17,0.04736093509827347,0.10284675321627781
2012-04-14,120.0,130.0,0.018207282913165267,17.0,82.0,0.01776811191481425,11.0,15.0,1.0,2.4166666666666665,2.3755116407956325,0.33333333333333337,0.0,0.015709228225550737,0.06276003108055786,0.20727238263726544,0.004201680672268907,0.10684898970896557,0.07005581643462082,11.0,6.0,8.0,1.024099842693513,0.30136831275720166,0.0,0.04151987353206866,0.06773849217556556,0.4136623848165726,-2.344745929744085e-17,0.04316375782590192,0.08043769852301981
2012-04-15,116.0,101.0,0.015142428785607197,21.0,63.0,0.0716900542969103,13.0,15.0,1.0,1.8448275862068966,1.7792067598824521,0.6299605249474366,0.0,0.01850952099264905,0.08044392793975455,0.15841747372759116,0.004347826086956522,0.05950919085404618,0.04577649360227057,13.0,7.0,9.777777777777779,1.5269478265163479,0.6738938833068921,0.0,0.06930909151956217,0.11540244292275281,0.612862096896334,-2.072466385478373e-16,0.035687972727770224,0.0857149826912095
2012-04-16,53.0,39.0,0.02830188679245283,14.0,18.0,-0.027383015597920474,9.0,6.0,1.0,1.509433962264151,0.8821637530234689,0.0,0.0,0.0,0.0,0.1389423076923077,0.009615384615384616,0.04965377579808324,0.03397242692335948,9.0,5.0,7.277777777777778,1.1928283640879938,0.7941176470588235,0.0,0.17442810457516342,0.21520955498965394,0.6233910377892254,-1.0116890251956656e-16,0.06108969673788116,0.12302834421699578
