,nodes,edges,density,subgraphs,biggest_component,assortativity,diameter,max_degree,min_degree,std_degree,mean_degree,max_clustering,min_clustering,mean_clustering,std_clustering,max_closeness,min_closeness,mean_closeness,std_closeness,max_eccentricity,min_eccentricity,mean_eccentricity,std_eccentricity,max_betweenness,min_betweenness,mean_betweenness,std_betweenness,max_eigenvector,min_eigenvector,mean_eigenvector,std_eigenvector
2013-01-01,48.0,9.0,0.007978723404255319,39.0,4.0,-0.35000000000000053,3.0,2.0,0.0,0.375,0.6332785063987777,0.0,0.0,0.0,0.0,0.047872340425531915,0.0,0.009234633569739954,0.015260756564812924,3.0,2.0,2.5,0.5,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.601500955007546,-5.560695600482658e-17,0.04055204122782225,0.13852387983878567
2013-01-02,89.0,19.0,0.004851889683350358,70.0,5.0,-0.3016574585635357,3.0,3.0,0.0,0.47191011235955055,0.7802317091800998,0.0,0.0,0.0,0.0,0.03636363636363637,0.0,0.005661956645102712,0.00927069588039263,3.0,2.0,2.6,0.4898979485566356,0.8333333333333333,0.0,0.26666666666666666,0.34318767136623335,0.7071067811865478,-5.406278589613335e-15,0.018604382912775868,0.1043543578036614
2013-01-03,88.0,12.0,0.003134796238244514,76.0,4.0,-0.5211267605633797,2.0,3.0,0.0,0.2727272727272727,0.597861201725723,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.003818355973528387,0.008010903398793843,2.0,1.0,1.75,0.4330127018922193,1.0,0.0,0.25,0.4330127018922193,0.7071067811865476,-1.1197857338766754e-16,0.02195285968838799,0.10431542702370686
2013-01-04,107.0,26.0,0.0045847293246341035,81.0,11.0,0.36704119850187217,7.0,4.0,0.0,0.5046728971962616,0.7898163962166954,0.0,0.0,0.0,0.0,0.042881646655231566,0.0,0.006230675798293842,0.01015601095586155,7.0,4.0,5.454545454545454,0.9875254992000195,0.6444444444444445,0.0,0.2282828282828283,0.2467459894462841,0.6424131571183255,-4.582297518458712e-16,0.023914123263195083,0.09366914700730479
2013-01-05,128.0,27.0,0.0033218503937007876,102.0,6.0,-0.20000000000000065,5.0,3.0,0.0,0.453125,0.8087352684129708,0.5,0.0,0.009114583333333332,0.06356247524718192,0.023622047244094488,0.0,0.0038337583565561306,0.0064451694957641786,5.0,3.0,4.0,0.816496580927726,0.6000000000000001,0.0,0.3333333333333333,0.2494438257849295,0.6405390536682217,-1.0827154918774617e-15,0.016151548348592313,0.08690010060951073
2013-01-06,107.0,21.0,0.003703050608358314,86.0,7.0,0.0718232044198893,4.0,4.0,0.0,0.3925233644859813,0.6663754568215285,0.0,0.0,0.0,0.0,0.04245283018867925,0.0,0.004694990544047147,0.00829949976115844,4.0,2.0,3.142857142857143,0.6388765649999398,0.8666666666666667,0.0,0.21904761904761902,0.3017710384334259,0.6571922996941227,-3.124123454832678e-16,0.022708954500583214,0.0939685999577189
2013-01-07,108.0,20.0,0.003461405330564209,89.0,5.0,-0.02719033232628433,2.0,4.0,0.0,0.3888888888888889,0.7049209744694178,0.5,0.0,0.010030864197530865,0.06777397586539362,0.037383177570093455,0.0,0.003943529644464224,0.007203619595273983,2.0,1.0,1.8,0.4000000000000001,0.8333333333333333,0.0,0.16666666666666666,0.33333333333333337,0.6358554912107274,-2.7862972784079896e-16,0.01968162961924962,0.09419072520577565
2013-01-08,103.0,25.0,0.004759185227489054,78.0,10.0,-0.22328458942632193,3.0,8.0,0.0,0.5631067961165048,1.0673431574611116,0.0,0.0,0.0,0.0,0.0661764705882353,0.0,0.007089316309047891,0.012853526714193273,3.0,2.0,2.8,0.39999999999999997,0.9166666666666666,0.0,0.13333333333333333,0.2891558595482912,0.6969234250586761,-1.0730961242202116e-16,0.025834436047378423,0.09508585477446994
2013-01-09,103.0,16.0,0.0030458785455929945,87.0,4.0,0.2,3.0,2.0,0.0,0.3106796116504854,0.5750327337848872,0.0,0.0,0.0,0.0,0.022058823529411763,0.0,0.0034742052160670086,0.006475902926458471,3.0,2.0,2.5,0.5,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.5853079800223848,-0.13533234068307676,0.013193216705527339,0.09764567013973872
2013-01-10,99.0,13.0,0.0026798598227169654,86.0,5.0,0.004255319148936406,3.0,4.0,0.0,0.2828282828282828,0.6672785682793433,0.0,0.0,0.0,0.0,0.02332361516034985,0.0,0.0029646971823842566,0.006247129653304729,3.0,2.0,2.6,0.4898979485566356,0.8333333333333333,0.0,0.26666666666666666,0.3431876713662333,0.6672459833979953,-1.7995611405195205e-16,0.020431466368629053,0.09840510801293641
